Serial,INCIDENT TITLE,INCIDENT DATE,LOCATION,DESCRIPTION,CATEGORY,LATITUDE,LONGITUDE,APPROVED,VERIFIED
2148,Corpse removal needed and increased security along Magloire Ambroise,22/01/2010 22:52,"Corpses are on Magloire Ambroise, security concerns here moving towards &quot;muler&quot; area and cadet jeremie","jan ak lot yo ki al? nan abri yo

Time:2010-01-22 22:52:44

~~~~~~~~~~~~~~~~~~~~~~~~~

jan and the others went into shelters
~~~~~~~~~~~~~~~~~
 Muler block,Edmond Paul and Magloire Ambroise there is a school that collapsed Time: 2010-01-29 16:03:26
~~~
The stench of death is overwhelming the citizens
~~~~~~~~~~~~~~~~~
Souple mande lapolis pou fe on ti pase nan magloire ambroise prolonge zone muler ak cadet jeremie ginyin jen gason ki ap pase nan zone sa yo e ki agresi Time: 2010-01-28 20:54:56
~~~
please ask the police to go to magloire ambroise going towards the &quot;muler&quot; area and cadet jeremie because there are very aggressive young men in these areas
~~~~~~~~~~~~~~~~~
 Tanpri souple di otorite yo ke jiskapresent moune nan zone edmond paul magloire ambroise ak cadet jeremie paka respire ak sant moune mouri nou tande mini Time:2010-01-27 11:49:59
~~~
Please tell the authorities that until now the people living in the Edmond Magloire Ambroise and Cadet Jeremie neighborhoods can?'t breathe because the smell of the dead people? we are waiting (for the UN?) --- Additional Notes: General neighborhood location provided. GPS coordinates are my estimate.
~~~~~~~~~~~~~~~~~
 Tanpri souple di otorite yo ke jiskapresent moune nan zone edmond paul magloire ambroise ak cadet jeremie paka respire ak sant moune mouri nou tande mini Time:2010-01-27 11:45:47
~~~
Residents of Edmond Paul? Magloire Ambroise and Cadet Jeremie (Port au Prince) asking the sanitation department for help? and removal the corpses...
~~~~~~~~~~~~~~~~~
 sante a di yo mete formol nou poko w? sa nan zone nan Time:2010-01-27 11:34:27
~~~
... health said they were putting formaldehyde? we haven?'t yet seen that in our zone
~~~~~~~~~~~~~~~~~
 Si se ong yo? ak gouvenman an yo bay lajan yo ranmase pou haiti a? mis? pep la poko ap fini Time:2010-01-25 10:18:06
~~~

~~~~~~~~~~~~~~~~~
 Fok ginyin presence la polis nan kafou fey tou Time:2010-01-24 16:58:39
~~~
there needs to be police presence in the Carrefour
~~~~~~~~~~~~~~~~~
 Nou pa gin ankin aide nan cadet jeremie zone magloire ambroise ak e Time:2010-01-22 22:54:31
~~~
We have no help in \&quot;Cadet Jeremie\&quot; zone \&quot;Magloire Ambroise\&quot;","4. Menaces | Security Threats, 8e. Nouvelles de Personnes | Persons News, ",18.23549,-72.53398,YES,NO
2147,"Food, water, medical supplies needed Thor 67 in Carrefour",29/01/2010 16:07,"Coordinates are placed on Thor 67 but look for specific Rue Pompee, Pivert","SOS WE NEED FOOD.WATER TENT.MEDECIN. THOR 67 RUE POMPEE.PIVERT. THANKS

Time: 2010-01-29 16:07:54","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, 3c. Besoins en materiels et medicaments | Medical equipment and supply needs, ",18.53242,-72.39397,YES,NO
2146,Food and water needed in Gressier in the hills,21/01/2010 12:04,"Coordinates are placed in Gressier area, not extremely specific","Map mande sekou pou gresye nan koline nou pa janm jwenn anyen map mande pou otorite kons?ne yo f? yon mwayen pou ?d yo rive jwenn nou m?s? camille schneider

~~~~~~~~~~~~~~~~~~~~~~~~~

Im  asking for help for Gresyer in the hill. He have never received anything, im asking for those in charge to find a way to find us my name is camille schneider
~~~~~~~~~~~~~~~~~
I am asking for help in Grecier (Aux Collines). We did not receive any assistance. When will help arrive? Time: 2010-01-29 14:08:39
~~~
Map mande sekou pou gresye nan koline nou pa janm jwenn anyen map mande pou otorite kons?ne yo f? yon mwayen pou ?d yo rive jwenn nou m?s? camille schneider Time:2010-01-25 22:53:59
~~~
Map mande sekou pou gresye nan koline nou pa janm jwenn anyen map mande pou otorite kons?ne yo f? yon mwayen pou ?d yo rive jwenn nou m?s? camille schneider
~~~
We need help in Gressier in the Hills. We have not received anything and we are asking the authorities for the help to reach us. Thank you

Camille Schneider
~~~~~~~~~~~~~~~~~
Map mande sekou pou gresye nan koline nou pa janm jwenn anyen map mande pou otorite kons?ne yo f? yon mwayen pou ?d yo rive jwenn nou m?s? camille schneider
~~~
he/she lives in Gressier in the mountains they don\'t have any help they\'re asking for someone to reach them they need help","2. Urgences logistiques | Vital Lines, ",18.5087,-72.50824,YES,NO
2145,Food and water needed at 272 Route de Delmas,29/01/2010 13:19,Coordinates placed across from Television Nationale d'Haiti as message indicates,"(...) brother and in the evening at a [friend]. Help me, I beg you. The address is 272, Route de Dealmas, across from TNH (Television Nationale d'Haiti), next to Eclipse. Thanks you in advance.

Time: 2010-01-29 13:19:44

~~~~~~~~~~~~~~~~~~~~~~~~~
I need help, I have a one year old child and I can't find enough water or food for him and my wife, I have to spend the day at my [...] Time: 2010-01-29 14:22:34
~~~","2. Urgences logistiques | Vital Lines, ",18.5482,-72.30606,YES,NO
2144,"Palace Cazeau, Delmas 33 - family needs assistance",29/01/2010 14:45,"Palace Cazeau, Delmas 33","Please assist my family at &quot;Place Cazeau&quot;,4eme cite #50bis,delmas 33

Time: 2010-01-29 14:45:56

~~~~~~~~~~~~~~~~~~~~~~~~~


~~~~~~~~~~~~~~~~~
Category: --3d. Penurie d'aliments | Food Shortage","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.56839,-72.28351,YES,NO
2143,Wounded Quake Victimes in Dame Marie (town) Need Medical Care,22/01/2010 23:06,Dame Marie,"Gen anpil moun ki blese nan tranbleman 12 janvier pasea ki rive nan komin dam mari ki pa kab jwenn laswenyay epi gen plis pase 3500 sinistre ki debake ek

Time:2010-01-22 23:06:20

~~~~~~~~~~~~~~~~~~~~~~~~~

There are many wounded people from the January 12th earthquake who have arrived in the town of Dame Marie. They cannot find medical care and there are more than 3,500 wounded and/or destitute.
~~~~~~~~~~~~~~~~~
Category: 1f. Medical Emergency","3c. Besoins en materiels et medicaments | Medical equipment and supply needs, ",18.5575,-74.3962,YES,NO
2142,Food needed on Fontamara 43,29/01/2010 14:36,"Report comes from area of Labelè on Fontamara 43; coordinates here are at head of Fontamara 43, not Labelè","We are in a very sad situation in Fontamara 43 in the area of Labelè (?). Hunger is killing the rest of the people who are left. Save us please

Time: 2010-01-29 14:36:10","2a. Penurie d'aliments | Food Shortage, ",18.53201,-72.37333,YES,NO
2141,Food Needed for Quake Victimes taking Refuge in St. Marc,29/01/2010 14:54,Saint-Marc,"Pass this message for me to the authorities, we need food for the victims who took refuge in St-MArc

Time: 2010-01-29 14:54:05

~~~~~~~~~~~~~~~~~~~~~~~~~


~~~~~~~~~~~~~~~~~
Category: --3d. Penurie d'aliments | Food Shortage","2a. Penurie d'aliments | Food Shortage, ",19.0478,-72.5705,YES,YES
2140,Water needed at intersection of Delmas 31 and Rue B de Marbois,26/01/2010 16:10,"Coordinates are at intersection of Delmas 31 and Rue B de Marbois, but also look for impasse with L'aurent - this is where they are","eau s? il vous plait . Mercie?&quot; Que Dieu vous benisse ?&quot;

Time:2010-01-26 16:10:38

~~~~~~~~~~~~~~~~~~~~~~~~~

water please. Thank you. God bless you.
~~~~~~~~~~~~~~~~~
Time: 2010-01-29 14:13:14
~~~
Bonsoir? je n?ai aucune intention d ?adresser aux 4636 .C? est une amie qui m ?avais donne le 4636 . De toute facon mercie pour la reponse ?Que Dieu vou Time:2010-01-27 18:21:35
~~~
Bonsoir? je suis Pierre Peterson ? j? habite ? Delmas 3 1 ? rue B de marbois imp. L? aurent 1 .nous avons besoin 2 tentes et quelques comprim?s ? de l? Time:2010-01-26 16:42:40","2b. Penurie d'eau | Water shortage, ",18.56033,-72.30155,YES,NO
2139,"5 People need food and water, Delmas 30 rue Charlemagne #15",05/02/2010 22:14,"Delmas 30 Rue Charlemagne #15, Port-au-Prince","Delmas 30 Rue charlemagne #15 gen 5 mounes nan kay la bone joune nous kon te sou ou s v p

Time:2010-01-27 11:11:15

~~~~~~~~~~~~~~~~~~~~~~~~~

Need food and water for 5 People in Delmas 30? Rue Charlemagne #15.                      ---                                           UPDATE: 02/05/2010:                               Bon soi s v p sove nous non nan delmas 30 rue charlemagne # 15 fe mesage la pase pou nous s v p                                  ----                                      good evening, please save us we are in delmas 30 charlemagne #15, please pass on the message","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.54782,-72.31284,YES,NO
2138,Help requested in Saut D'Eau,29/01/2010 11:40,"Saut d'eau, Mirebalais, Center","The people of Saut D'eau need help, please help them

Time: 2010-01-29 11:40:45

~~~~~~~~~~~~~~~~~~~~~~~~~


~~~~~~~~~~~~~~~~~
Category: --3d. Penurie d'aliments | Food Shortage","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.81409,-72.19983,YES,NO
2137,Food needed in Fort Jacques,29/01/2010 10:56,"Fort Jacques, on Route Kalbas - these coordinates are in Fort Jacques but specific to Route Kalbas","FE MESAJ SA PASE GEN MOUN NAN FORT JACQUE SOU WOUT KALBAS KI PA GEN KAY EPI KI PA GEN MANJE SA YO KA FE NAN KA SA.

Time: 2010-01-29 10:56:33

~~~~~~~~~~~~~~~~~~~~~~~~~

Get this message through - there are people in Fort Jacques on Route Kalbas who don't have a place to live and who don't have any food.  What can we do in this case?
~~~~~~~~~~~~~~~~~
[8973388] ·  Time: 2010-01-29 14:37:40
~~~

~~~~~~~~~~~~~~~~~
Which cream is good for skin blemishes? Time: 2010-01-29 14:27:37
~~~
Not an emergency.
~~~~~~~~~~~~~~~~~
If a person has a visa to go to the United States, can he leave right away? If yes, are there flights? If yes, where can I buy a ticket? Time: 2010-01-29 11:02:04","2a. Penurie d'aliments | Food Shortage, ",18.47168,-72.27059,YES,NO
2136,Food and Water needed at Delmas 30 impasse No 35,29/01/2010 11:30,"Delmas 30 impasse damas No3, Port-au-Prince","registers delmas 30 impasse damas No35 they need water and food thanks

Time: 2010-01-29 11:30:07

~~~~~~~~~~~~~~~~~~~~~~~~~","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.54838,-72.31471,YES,NO
2135,"Tents and blankets needed at Ruelle de la Sorbonne #17, near Delmas 77",29/01/2010 11:02,Julie Mitarotondo,"We need tents and blankets please. I am at Rue La Sorbonne # 17, Delmas 77. My name is Madame Saint Fleur.

Time: 2010-01-29 11:02:04

~~~~~~~~~~~~~~~~~~~~~~~~~","2d. Refuge | Shelter needed, 7c. Denrees non alimentaires | Non-food aid distribution point, ",18.53608,-72.28828,YES,NO
2134,Food and water needed in L'Asile area of Nippes,29/01/2010 09:34,"Coordinates have been placed in general L'asile area, not specific location of need","LAZIL DEPATEMEM NIPPES BEZEN ANPIL ERDE

Time: 2010-01-29 09:34:42

~~~~~~~~~~~~~~~~~~~~~~~~~

L'Asile, in the department of Nippes needs a lot of help.
~~~~~~~~~~~~~~~~~ Lazil, a locality of the Nippes department is in dire need of assistance Time: 2010-01-29 13:56:38
~~~","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.38417,-73.41395,YES,NO
2133,"Food, Water, Medicine Needed on Rue Titus in Carrefour",22/01/2010 22:40,"Carrefour, Port-au-Prince","S.O.S POU POU MOUN KAFOU ,ZON BERTIN ,TITUS ROUTE RIVE FWAD; MOUN SA YO POKO JWEN ANYEN TANKOU; DLO, MANJE, AK SWEN . Nen pot moun ki ta vle ede yo ou

Time:2010-01-22 22:40:43

~~~~~~~~~~~~~~~~~~~~~~~~~

S.O.S. 
For people in Carrefour, Zone Bertin, Titus Route Riviere Froid, Those people haven't yet had anything such water, food, or medicine. Anyone who can help ...
~~~~~~~~~~~~~~~~~
Category:","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, 3c. Besoins en materiels et medicaments | Medical equipment and supply needs, ",18.5309,-72.3397,YES,NO
2132,Food and water needed at Poste Marchand,29/01/2010 08:45,Poste Marchand area is in need of water and food; message was not more specific,"Mwen se yon pwofesiončl an plombrie mwen ta renmen bay patisipation nan konstriktion nouvel ayiti ma prenn salezien mwen finansye pa yon ong sinouvle mwe

Time: 2010-01-29 08:45:42

~~~~~~~~~~~~~~~~~~~~~~~~~

I'm a professional plumber and I would like to participate in the reconstruction of the new Haiti.
~~~~~~~~~~~~~~~~~
[8973250] ·  Time: 2010-01-29 13:59:18
~~~~~~~~~~~~~~~~~
People in Poste Marchand are dying of hunger, where can we find water and food if there is no message transmission to the concerned organisations. They have to think of Poste MArchand because they see [...] Time: 2010-01-29 11:33:29","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.54588,-72.33126,YES,NO
2131,"15 People, 5 Babies, Water and Food Needed at Airport",23/01/2010 18:07,"Airport Runway Entrance - one end of the runway is mapped, though they may be at the other end","nou sou wout aewopo a antre pis la nou se 15 fanmi av?k 5 bebe.?d la pako rive kote nou ye a.nou bezwen dlo ak prela manje ak bagay pou bebe yo silvoupl?

Time:2010-01-23 18:07:23

~~~~~~~~~~~~~~~~~~~~~~~~~

We are on the Airport road, at the entrance to the runway. We are 15 relatives with 5 babies. The aid has not reached us yet. We need water and plenty of food and things for the babies, please
~~~~~~~~~~~~~~~~~
Category: 4d. Food distribution","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.58032,-72.31239,YES,NO
2130,"15 People, 5 Babies, Water and Food Needed at Airport",23/01/2010 18:07,"Airport Runway Entrance - one end of the runway is mapped, though they may be at the other end","nou sou wout aewopo a antre pis la nou se 15 fanmi av?k 5 bebe.?d la pako rive kote nou ye a.nou bezwen dlo ak prela manje ak bagay pou bebe yo silvoupl?

Time:2010-01-23 18:07:23

~~~~~~~~~~~~~~~~~~~~~~~~~

We are on the Airport road, at the entrance to the runway. We are 15 relatives with 5 babies. The aid has not reached us yet. We need water and plenty of food and things for the babies, please
~~~~~~~~~~~~~~~~~
Category: 4d. Food distribution",,18.58032,-72.31239,YES,NO
2129,Food and water needed 61 Rue Edmond Pau,25/01/2010 18:01,Coordinates have been placed arbitrarily on Rue Edmond Pau - look for #61,"je suis windia Lubin?lors du recent seisme?j ai eu des victimes.on

Time:2010-01-25 18:01:31

~~~~~~~~~~~~~~~~~~~~~~~~~

--- Additional Notes: I am Windia Lubin. Since the recent earthquake I have had some victimes.
~~~~~~~~~~~~~~~~~
Time: 2010-01-29 12:19:20

~~~~~~~~~~~~~~~~~
en face titus et mes coordonn?es 3495-0410 et 36979961?please. Time:2010-01-25 19:57:52
~~~
...in fropnt of Titus. My coordintes are 3495-0410 and 36979961?please --- Additional Notes: partial message
~~~~~~~~~~~~~~~~~
 Time:2010-01-25 19:56:36
a rien re?u.je sollicite votre aide.mon adresse:61?rue edmond pau Time:2010-01-25 18:03:04","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.53028,-72.34218,YES,NO
2128,Food and Water Needed Impasse Mirambeau,29/01/2010 12:33,"Unsure about Ebo Mountain, but this is Impasse Mirambeau","We need help please, food water etc. 
TEL:37106905
Impasse Mirambeau, Ebo mountain

Time: 2010-01-29 12:33:13

~~~~~~~~~~~~~~~~~~~~~~~~~


~~~~~~~~~~~~~~~~~
Category: --4d. Distribution d'aliments | Food distribution","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.5326,-72.3181,YES,NO
2127,Aid needed in Cayes Jacmel,28/01/2010 21:39,Cayes Jacmel,"ou ta renmen konen si nou pat viktim tou nou menn.

Time: 2010-01-28 21:39:04
~~~~~~~~~~~~~~~~~~~~~~~~~

won't you like to know that we weren't victims too
~~~~~~~~~~~~~~~~~

[8973399] · We would like to receive some info regarding the past events because at Kay Tacmel, we are still in the dark about it. Time: 2010-01-29 13:34:50
~~~

~~~~~~~~~~~~~~~~~                    [8970419] · Nou ta renmen gen yon ti enfomasyon konsenan evenman ki te sot pase a , paske nou menn nan komin kay jakmel jiska mentnan nou pajann ka jwenn anyen alo n Time: 2010-01-28 22:52:24","2. Urgences logistiques | Vital Lines, 2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.23145,-72.39666,YES,NO
2126,Water and Food Needed in Delmas 19,28/01/2010 12:20,"Rue Leonard 19, Delmas 19, Port-au-Prince, Haiti","Soup also. Urgent! Urgent! Urgent! Because we haven't seen anything for 15 days now. Our address is: Delmas 19, Rue Leonard #19 bis; Tel: 37 55 6776/ 37 30

Time: 2010-01-28 12:20:17

~~~~~~~~~~~~~~~~~~~~~~~~~



[8973465] · (truncated) Phone numbers (5093730)8648 / 34 19 0632. we are counting on your help emergency! emergency! emergency! Time: 2010-01-29 12:28:51
~~~
location/emergency not stated
~~~~~~~~~~~~~~~~~
Category: 1. 1. Urgences | Emergency
[8973467] ·  Time: 2010-01-29 12:27:42
~~~

~~~~~~~~~~~~~~~~~
Category:
[8967289] · savon tou. SE URGENT! URGENT! URGENT! paske nou pa janm jwen anyen depi 15 jou. Adresse nou se: Delmas 19, rue léonard # 19 bis; Tčl: 37 55 6776 / 37 30 Time: 2010-01-28 22:08:33
~~~
Save us. URGENT, URGENT, URGENT! because we haven't found anything (aid) for 15 days. Our address is Delmas 19, rue Léonard #19 Bis. Tel&quot; 3755 6776/37 30
~~~~~~~~~~~~~~~~~
Category: --3d. Penurie d'aliments | Food Shortage
[8967942] · Avan tou mčsi pou čde ak sipň nou pote pou peyi a. Nou bezoin čde s.v.p, pote pou nou dlo, manje, o moins dix tante si posib pou nou dňmi tanpri, flash, Time: 2010-01-28 20:02:46
~~~
before all thank you for the help with ? us carry for the country. We need help please water, food, or at least 10 tents if possible for us to sleep please, flash.
~~~~~~~~~~~~~~~~~
Category: --4c. Refuge | Shelter
[8968069] · savon tou. SE URGENT! URGENT! URGENT! paske nou pa janm jwen anyen depi 15 jou. Adresse nou se: Delmas 19, rue léonard # 19 bis; Tčl: 37 55 6776 / 37 30 Time: 2010-01-28 19:48:19
~~~
&quot;THIS IS URGENT! URGENT! URGENTS! BECAUSE WE HAVE NOT GOTTEN ANYTHING. WE'VE HAD NO HELP FOR 15 DAYS. OUR ADDRESS IS: DELMAS 19 RUE LEONARD #19. TEL: 37 55 6776/ 37 30&quot;
~~~~~~~~~~~~~~~~~
Category: --3a. Penurie d'eau | Water shortage
[8967938] · savon tou. SE URGENT! URGENT! URGENT! paske nou pa janm jwen anyen depi 15 jou. Adresse nou se: Delmas 19, rue léonard # 19 bis; Tčl: 37 55 6776 / 37 30 Time: 2010-01-28 18:23:51
~~~
Save us all. IT'S URGENT! because we haven't never gotten anything for 15 days. Our adress: Delmas 19 crossing #19 Rue Leonard tel# 37 55 6776 / 37 30
~~~~~~~~~~~~~~~~~
Category:
[8967940] · 8648 / 34 19 0632. Nou konte sou čde nou mčsi, URGENCE! URGENCE! URGENCE! Mr GEDEON Ralph. Time: 2010-01-28 18:16:12
~~~
8648/ 34 19 0632. We are counting on your helping us thank you. Urgent! Mr. Gegeon Ralph
~~~~~~~~~~~~~~~~~
Category: 4. Secours | Response
[8967941] · savon tou. SE URGENT! URGENT! URGENT! paske nou pa janm jwen anyen depi 15 jou. Adresse nou se: Delmas 19, rue léonard # 19 bis; Tčl: 37 55 6776 / 37 30 Time: 2010-01-28 18:16:12
~~~
Save us all. It is URGENT, URGENT, URGENT! because we haven't had anything for 15 days. Our address is:
Delmas 19, Rue Leonard #19
Telephone: 37 55 6776 / 37 30
~~~~~~~~~~~~~~~~~
Category:
[8967939] · Avan tou mčsi pou čde ak sipň nou pote pou peyi a. Nou bezoin čde s.v.p, pote pou nou dlo, manje, o moins dix tante si posib pou nou dňmi tanpri, flash, Time: 2010-01-28 18:16:11
~~~
First of all, thanks for your help and support for the land that needs help. Please bring us food, water, and at least ten tents if possible for sleeping, flash,
~~~~~~~~~~~~~~~~~
Category:
[8967268] · 8648 / 34 19 0632. Nou konte sou čde nou mčsi, URGENCE! URGENCE! URGENCE! Time: 2010-01-28 17:07:07
~~~
we hope you will help us emergency emergency sos sos sos
~~~~~~~~~~~~~~~~~
Category:","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.560629,-72.309726,YES,NO
2123,DR.CHILOSY MEDICAL CLINIC needs supplies,29/01/2010 16:59,"Port-au-Prince, Rue Metellus, P.V.","DR.CHILOSY MEDICAL CLINIC RUE METELLUS, P.V. Needs pads PUR/AQUATAB, insulin &amp; HBP and CONDOMs","2. Urgences logistiques | Vital Lines, 3c. Besoins en materiels et medicaments | Medical equipment and supply needs, ",18.513877,-72.282658,YES,NO
2122,Persons Trapped: Rue Pan Americaine,21/01/2010 21:34,"Corner of Rue Panamericaine and rue clearveau, Petionville, Haiti","[8970415] · Salut gen moun anba dunkonb nan rue panamericaine nan total communication Time: 2010-01-29 08:30:37
~~~
Salutations, there are people under rubble on Avenue Pan Americaine in total communication.
~~~~~~~~~~~~~~~~~","1c. Personnes prises au piege | People trapped, ",18.517359,-72.289612,YES,NO
2121,"Relief needed in Calebasse, Haiti",29/01/2010 09:50,kenscoff,"The town is located 15ish miles southeast of PAP
5 miles from Kenscoff and 1.5 miles from Ft. Jaqcues: go northeast from Kenscoff and straight east from Ft Jaqcues. 

The need food, propane and medical help.","1b. Urgence medicale | Medical Emergency, 2a. Penurie d'aliments | Food Shortage, 2e. Penurie de carburant | Fuel shortage, ",18.472083,-72.246113,YES,NO
2119,new operating theater in Choscal hospital - Cité soleil,29/01/2010 12:54,"Choscal Hospital, Cité Soleil, Haiti",MSF has opened the third operating theater at the Choscal hospital in Cite Soleil.,"7d. Services de sante | Hospital/Clinics Operating, ",18.578128,-72.336592,YES,NO
2117,Feeding programs for Children - near MSF hospital - Carrefour,29/01/2010 12:36,"MSF hospital, Carrefour, Port-au Prince, Haiti","Supplementary feeding programs for some children near MSF's hospital in Carrefour.

Teams are starting to provide supplementary feeding programs for some of the children.","2a. Penurie d'aliments | Food Shortage, ",18.543577,-72.410493,YES,NO
2116,for UNHAS passenger service between PaP and Santo Domingo,29/01/2010 12:25,"MINUSTAH apron, Log Base, Toussaint Louverture Airport,  Port-au-Prince, Haiti","Due to technical problems, email requests may not be processed. Users of the UNHAS passenger service between Port-au-Prince and Santo Domingo are being requested to continue booking at the UNHAS desk at the Humanitarian Operations Center in Port-au-Prince, MINUSTAH Base Camp.

As of 27 January passenger flights will leave from the MINUSTAH apron on the Log Base.","8. Autre | Other, ",18.577562,-72.278823,YES,NO
2115,"First water distribution in Tapis Rouge Camp, 5L water/day /person",29/01/2010 12:13,"Tapis Rouge Camp, Carrefour-Feuille, PaP, Haiti","ACTED has placed bladders (a system of water distribution) in some IDP camps.
4 bladders now in Tapis Rouge Camp (Carrefour-
Feuille neighborhood, PaP).
Each will receive 5 Litre water per day (for consumption, hygiene, cooking).

Two other distribution points currently being installed in Léogane for the displaced. 


(ORIGINAL VERSION = FRENCH =Pour répondre à l'urgence en matière d'eau potable en Haïti, ACTED installe des bladders, un système d'approvisionnement en eau, dans des camps de déplacés. Nos équipes installent ici 4 bladders dans le camp de Tapis Rouge, un bidonville dans les montagnes du quartier de Carrefour-Feuille à Port-au-Prince. Aucune distribution d'eau ou de nourriture n'avait été opérée dans cette zone depuis le tremblement de terre devastateur. Chaque jour les bénéficiaires de ces distributions recevront 5 litres d’eau pour leur différents besoins (consommation, hygiène personnelle, cuisson). Deux autres points d’approvisionnement, en cours d’installation à Léogane, fourniront également les populations déplacées dans cette commune)","2b. Penurie d'eau | Water shortage, ",18.521635,-72.338793,YES,NO
2114,Physicians Needed @ Leogane's Center Hosana,29/01/2010 10:03,"Leogane, Haiti","Two or three doctors are needed to station at Leogane's Center Hosana. Contact: 36529459 or 34926660. Coordinates (Leogane): 18.50987,-72.63044.","7. Secours | Services Available, 7d. Services de sante | Hospital/Clinics Operating, ",18.50987,-72.63044,YES,NO
2113,School in Need of Food and Reconstruction Aid,29/01/2010 09:52,"Paradis School, Ansagalet, La Gonave, Haiti","Paradise School, located right next to the Wesleyenne Hospital in La Gonave, is in urgent need of food and reconstruction. Approximately 550 children are currently living on the school premises. Contact: 37076649. Location: Ansagalet, La Gonave. Coordinates: 18.836486, -72.865819.","2. Urgences logistiques | Vital Lines, 2a. Penurie d'aliments | Food Shortage, 7c. Denrees non alimentaires | Non-food aid distribution point, ",18.836984,-72.865862,YES,NO
2108,Water/ Shelter needed near Delmas 33,28/01/2010 20:57,"Rue St-Pierre Prol, Av. Mais Gate 66 next to Kampe La and Depoze","I NEED HELP WATER,TENT OR HABITACLE.LOCATION DELMAS 33,RUE ST PIERRE PROL,AVE MAIS GATE#66 NEXT TO KAMPE LA AND DEPOZE.ASK FOR HELVE LUBIN
Time: 2010-01-28 20:57:54
~~~~~~~~~~~~~~~~~~~~~~~~~
I need help - water, tent or shelter. Location Delmas 33, Rue St-Pierre Prol, Av. Mais Gate 66 next to Kampe La and Depoze. Ask for Helve Lubin.
~~~~~~~~~~~~~~~~~
Category: --3a. Penurie d'eau | Water shortage","7. Secours | Services Available, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",18.56808,-72.28384,YES,NO
2107,Food and Water needed - Rue Mahotiere in Carrefour,28/01/2010 20:03,"On Rue Mahotiére 85, #494","[8968322]  Mwen sé kerlčne saint fleur,mwen habité nan mahotiere 85 .Mwen gen 2 timoun .Mwen ta renmen nou edé anba sa nou sot sibi mwen bezwen mangé,dlo, ak yon tant. Time: 2010-01-28 20:03:27

&quot;I'M KERLENE ST FLEUR. I LIVE IN MAHOTIERE 85. I HAVE 2 CHILDREN. COULD YOU PLEASE HELP US AFTER WHAT WE JUST WENT THROUGH WITH FOOD, WATER AND A TENT.&quot;
~~~~~~~~~~~~~~~~~
Category: --3a. Penurie d'eau | Water shortage
[8969250] · Mwen relé kerlčne saint fleur mabité nan mahotiére 85 NUmero 494 a carrefour mwen bezwen nou edé mwen :mangé,dlo,ak yon tant .mwen gen 2 timoun tanpri edč s v p Time: 2010-01-28 20:18:04
~~~
My name is Kerlene Saint Fleur I live in mahotiére 85 #494 in Carrefour I need help for us I need food, water and a tent. I have 2 children I beg you help please.
~~~~~~~~~~~~~~~~~
Category: --4d. Distribution d'aliments | Food distribution","7. Secours | Services Available, 7a. Distribution d'aliments | Food distribution point, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",18.527939,-72.402745,YES,NO
2106,Food and Water needed - Peguy,27/01/2010 15:46,"Couldn't find Rue Ferant de Beaudiere, but identified a community in the hilly/mountainous area of Peguy","[9513]  M ap mande ?de mwen pa gen manje mwen pa gen dlo mwen pa gen tent mwen gen ti b?b? moun ki b? kotem gen ti b?b? tou mesenmi edem souple Time:2010-01-27 15:46:00

I?'m asking for you to help me? I don?'t have food? I don?'t have water? I don?'t have a tent? I have a little baby? as do the people around me. Please help me
~~~~~~~~~~~~~~~~~
Category: 4d. Food distribution
[8967979] · M ap mande čd kay mwen kraze mwen pa gen dlo mwen pa gen manje mwen Time: 2010-01-28 20:32:22
~~~
I am asking for help. My house is destroyed. I have no water. I have no food.
~~~~~~~~~~~~~~~~~
Category: --3d. Penurie d'aliments | Food Shortage
[8967977] · te peguy ville rue ferant de beaudiére n=64 mwen se faďla Time: 2010-01-28 19:29:32
~~~
Peguy Ville, rue Ferant de Beaudiére # 64. I am Fadla.
~~~~~~~~~~~~~~~~~
Category: 5. Autre | Other","7. Secours | Services Available, 7a. Distribution d'aliments | Food distribution point, 4e. Assainissement eau et hygiene | Water sanitation and hygiene promotion, ",18.28135,-72.61222,YES,NO
